IDENTIFIER,GRAMMAR_PATTERN,CONTEXT
sensitive chunk index,NM NM N,PARAMETER
mass_medium chunk index,NM NM N,PARAMETER
metier chunk index,NM NM N,PARAMETER
media chunk index_number,NM NM N,PARAMETER
media chunk indicant,NM NM N,PARAMETER
media chunk indicator,NM NM N,PARAMETER
media chunk exponent,NM NM N,PARAMETER
media chunk power,NM NM N,PARAMETER
media chunk index_finger,NM NM N,PARAMETER
media chunk forefinger,NM NM N,PARAMETER
status data_file,NM N,DECLARATION
status single_file,NM N,DECLARATION
status Indian_file,NM N,DECLARATION
status file_cabinet,NM N,DECLARATION
status filing_cabinet,NM N,DECLARATION
m first render waiting_line,PRE NM NM N,ATTRIBUTE
m number_one render queue,PRE NM NM N,ATTRIBUTE
m number_1 render queue,PRE NM NM N,ATTRIBUTE
m beginning render queue,PRE NM NM N,ATTRIBUTE
m commencement render queue,PRE NM NM N,ATTRIBUTE
m outset render queue,PRE NM NM N,ATTRIBUTE
m get-go render queue,PRE NM NM N,ATTRIBUTE
m start render queue,PRE NM NM N,ATTRIBUTE
m kickoff render queue,PRE NM NM N,ATTRIBUTE
m starting_time render queue,PRE NM NM N,ATTRIBUTE
m showtime render queue,PRE NM NM N,ATTRIBUTE
m offset render queue,PRE NM NM N,ATTRIBUTE
m first_base render queue,PRE NM NM N,ATTRIBUTE
m first-class_honours_degree render queue,PRE NM NM N,ATTRIBUTE
m first_gear render queue,PRE NM NM N,ATTRIBUTE
m low_gear render queue,PRE NM NM N,ATTRIBUTE
m low render queue,PRE NM NM N,ATTRIBUTE
take imported parent contexts,V NM NM NPL,FUNCTION
take_away imported parent contexts,V NM NM NPL,FUNCTION
withdraw imported parent contexts,V NM NM NPL,FUNCTION
get_rid_of imported parent contexts,V NM NM NPL,FUNCTION
take_out imported parent contexts,V NM NM NPL,FUNCTION
move_out imported parent contexts,V NM NM NPL,FUNCTION
transfer imported parent contexts,V NM NM NPL,FUNCTION
absent imported parent contexts,V NM NM NPL,FUNCTION
murder imported parent contexts,V NM NM NPL,FUNCTION
slay imported parent contexts,V NM NM NPL,FUNCTION
hit imported parent contexts,V NM NM NPL,FUNCTION
dispatch imported parent contexts,V NM NM NPL,FUNCTION
bump_off imported parent contexts,V NM NM NPL,FUNCTION
off imported parent contexts,V NM NM NPL,FUNCTION
polish_off imported parent contexts,V NM NM NPL,FUNCTION
comprehensive_examination mask,NM N,CLASS
comprehensive mask,NM N,CLASS
comp masquerade,NM N,CLASS
comp masquerade_party,NM N,CLASS
comp masque,NM N,CLASS
moorage area,NM N,PARAMETER
dockage area,NM N,PARAMETER
tying_up area,NM N,PARAMETER
docking country,NM N,PARAMETER
docking region,NM N,PARAMETER
docking sphere,NM N,PARAMETER
docking domain,NM N,PARAMETER
docking orbit,NM N,PARAMETER
docking field,NM N,PARAMETER
docking arena,NM N,PARAMETER
docking expanse,NM N,PARAMETER
docking surface_area,NM N,PARAMETER
max historic_period seconds long,NM NM NPL NM,DECLARATION
max eld seconds long,NM NM NPL NM,DECLARATION
max long_time seconds long,NM NM NPL NM,DECLARATION
max old_age seconds long,NM NM NPL NM,DECLARATION
max geezerhood seconds long,NM NM NPL NM,DECLARATION
soap age seconds long,NM NM NPL NM,DECLARATION
scoop age seconds long,NM NM NPL NM,DECLARATION
liquid_ecstasy age seconds long,NM NM NPL NM,DECLARATION
grievous_bodily_harm age seconds long,NM NM NPL NM,DECLARATION
goop age seconds long,NM NM NPL NM,DECLARATION
Georgia_home_boy age seconds long,NM NM NPL NM,DECLARATION
easy_lay age seconds long,NM NM NPL NM,DECLARATION
op code continuance,NM NM N,ATTRIBUTE
op code sequel,NM NM N,ATTRIBUTE
op code good_continuation,NM NM N,ATTRIBUTE
op code law_of_continuation,NM NM N,ATTRIBUTE
op code prolongation,NM NM N,ATTRIBUTE
op code protraction,NM NM N,ATTRIBUTE
op codification continuation,NM NM N,ATTRIBUTE
op computer_code continuation,NM NM N,ATTRIBUTE
time scope,NM N,PARAMETER
time reach,NM N,PARAMETER
time orbit,NM N,PARAMETER
time ambit,NM N,PARAMETER
time mountain_range,NM N,PARAMETER
time chain,NM N,PARAMETER
time mountain_chain,NM N,PARAMETER
time image,NM N,PARAMETER
time range_of_a_function,NM N,PARAMETER
time grasp,NM N,PARAMETER
time stove,NM N,PARAMETER
time kitchen_stove,NM N,PARAMETER
time kitchen_range,NM N,PARAMETER
time cooking_stove,NM N,PARAMETER
clip range,NM N,PARAMETER
clock_time range,NM N,PARAMETER
fourth_dimension range,NM N,PARAMETER
meter range,NM N,PARAMETER
metre range,NM N,PARAMETER
prison_term range,NM N,PARAMETER
sentence range,NM N,PARAMETER
received item signature,NM NM N,DECLARATION
received keepsake signature,NM NM N,DECLARATION
received souvenir signature,NM NM N,DECLARATION
received relic signature,NM NM N,DECLARATION
received token touch,NM NM N,DECLARATION
received token signature_tune,NM NM N,DECLARATION
received token theme_song,NM NM N,DECLARATION
received token key_signature,NM NM N,DECLARATION
m zoom accountant,PRE NM N,ATTRIBUTE
m zoom comptroller,PRE NM N,ATTRIBUTE
m zoom restrainer,PRE NM N,ATTRIBUTE
m zoom control,PRE NM N,ATTRIBUTE
m rapid_climb controller,PRE NM N,ATTRIBUTE
m rapid_growth controller,PRE NM N,ATTRIBUTE
m soar controller,PRE NM N,ATTRIBUTE
cookie jarful,NM N,ATTRIBUTE
cookie jolt,NM N,ATTRIBUTE
cookie jounce,NM N,ATTRIBUTE
cookie shock,NM N,ATTRIBUTE
cooky jar,NM N,ATTRIBUTE
biscuit jar,NM N,ATTRIBUTE
rule version property,NM NM N,CLASS
rule version dimension,NM NM N,CLASS
regulation version attribute,NM NM N,CLASS
convention version attribute,NM NM N,CLASS
normal version attribute,NM NM N,CLASS
pattern version attribute,NM NM N,CLASS
formula version attribute,NM NM N,CLASS
prescript version attribute,NM NM N,CLASS
linguistic_rule version attribute,NM NM N,CLASS
principle version attribute,NM NM N,CLASS
dominion version attribute,NM NM N,CLASS
ruler version attribute,NM NM N,CLASS
rule variant attribute,NM NM N,CLASS
rule variation attribute,NM NM N,CLASS
rule edition attribute,NM NM N,CLASS
rule adaptation attribute,NM NM N,CLASS
rule translation attribute,NM NM N,CLASS
rule interlingual_rendition attribute,NM NM N,CLASS
rule rendering attribute,NM NM N,CLASS
rule interpretation attribute,NM NM N,CLASS
rule reading attribute,NM NM N,CLASS
local_anesthetic ref,NM N,CLASS
local_anaesthetic ref,NM N,CLASS
topical_anesthetic ref,NM N,CLASS
topical_anaesthetic ref,NM N,CLASS
local referee,NM N,CLASS
present grading,NM N,DECLARATION
present_tense scaling,NM N,DECLARATION
save as quadratic_equation png,V P NM N,FUNCTION
save as quadratic_polynomial png,V P NM N,FUNCTION
salvage as quadratic png,V P NM N,FUNCTION
salve as quadratic png,V P NM N,FUNCTION
relieve as quadratic png,V P NM N,FUNCTION
preserve as quadratic png,V P NM N,FUNCTION
carry_through as quadratic png,V P NM N,FUNCTION
pull_through as quadratic png,V P NM N,FUNCTION
bring_through as quadratic png,V P NM N,FUNCTION
lay_aside as quadratic png,V P NM N,FUNCTION
save_up as quadratic png,V P NM N,FUNCTION
make_unnecessary as quadratic png,V P NM N,FUNCTION
deliver as quadratic png,V P NM N,FUNCTION
redeem as quadratic png,V P NM N,FUNCTION
spare as quadratic png,V P NM N,FUNCTION
economize as quadratic png,V P NM N,FUNCTION
economise as quadratic png,V P NM N,FUNCTION
keep_open as quadratic png,V P NM N,FUNCTION
hold_open as quadratic png,V P NM N,FUNCTION
keep as quadratic png,V P NM N,FUNCTION
write as quadratic png,V P NM N,FUNCTION
pem tonality,NM N,PARAMETER
pem samara,NM N,PARAMETER
pem key_fruit,NM N,PARAMETER
pem Key,NM N,PARAMETER
pem Francis_Scott_Key,NM N,PARAMETER
pem cay,NM N,PARAMETER
pem Florida_key,NM N,PARAMETER
pem paint,NM N,PARAMETER
pem winder,NM N,PARAMETER
pem keystone,NM N,PARAMETER
pem headstone,NM N,PARAMETER
tell with,V P,DECLARATION
enjoin with,V P,DECLARATION
say with,V P,DECLARATION
prescribe with,V P,DECLARATION
dictate with,V P,DECLARATION
regulate with,V P,DECLARATION
regularize with,V P,DECLARATION
regularise with,V P,DECLARATION
govern with,V P,DECLARATION
ordain with,V P,DECLARATION
consecrate with,V P,DECLARATION
ordinate with,V P,DECLARATION
arrange with,V P,DECLARATION
set_up with,V P,DECLARATION
put with,V P,DECLARATION
rate with,V P,DECLARATION
rank with,V P,DECLARATION
range with,V P,DECLARATION
grade with,V P,DECLARATION
place with,V P,DECLARATION
dst character 1,NM N D,DECLARATION
dst eccentric 1,NM N D,DECLARATION
dst case 1,NM N D,DECLARATION
electric_current invocation,NM N,PARAMETER
stream invocation,NM N,PARAMETER
flow invocation,NM N,PARAMETER
current supplication,NM N,PARAMETER
current conjuring,NM N,PARAMETER
current conjuration,NM N,PARAMETER
current conjury,NM N,PARAMETER
colored_person count,NM N,ATTRIBUTE
colored counting,NM N,ATTRIBUTE
colored numeration,NM N,ATTRIBUTE
colored enumeration,NM N,ATTRIBUTE
colored reckoning,NM N,ATTRIBUTE
colored tally,NM N,ATTRIBUTE
figure str,NM N,PARAMETER
act str,NM N,PARAMETER
routine str,NM N,PARAMETER
turn str,NM N,PARAMETER
bit str,NM N,PARAMETER
phone_number str,NM N,PARAMETER
telephone_number str,NM N,PARAMETER
numeral str,NM N,PARAMETER
issue str,NM N,PARAMETER
identification_number str,NM N,PARAMETER
physique time minor,NM NM N,PARAMETER
body-build time minor,NM NM N,PARAMETER
human_body time minor,NM NM N,PARAMETER
physical_body time minor,NM NM N,PARAMETER
material_body time minor,NM NM N,PARAMETER
soma time minor,NM NM N,PARAMETER
figure time minor,NM NM N,PARAMETER
anatomy time minor,NM NM N,PARAMETER
shape time minor,NM NM N,PARAMETER
bod time minor,NM NM N,PARAMETER
frame time minor,NM NM N,PARAMETER
form time minor,NM NM N,PARAMETER
flesh time minor,NM NM N,PARAMETER
build time child,NM NM N,PARAMETER
build time kid,NM NM N,PARAMETER
build time youngster,NM NM N,PARAMETER
build time shaver,NM NM N,PARAMETER
build time nipper,NM NM N,PARAMETER
build time small_fry,NM NM N,PARAMETER
build time tiddler,NM NM N,PARAMETER
build time tike,NM NM N,PARAMETER
build time tyke,NM NM N,PARAMETER
build time fry,NM NM N,PARAMETER
build time nestling,NM NM N,PARAMETER
build clip minor,NM NM N,PARAMETER
build clock_time minor,NM NM N,PARAMETER
build fourth_dimension minor,NM NM N,PARAMETER
build meter minor,NM NM N,PARAMETER
build metre minor,NM NM N,PARAMETER
build prison_term minor,NM NM N,PARAMETER
build sentence minor,NM NM N,PARAMETER
labels data_file,NM N,PARAMETER
labels single_file,NM N,PARAMETER
labels Indian_file,NM N,PARAMETER
labels file_cabinet,NM N,PARAMETER
labels filing_cabinet,NM N,PARAMETER
cb consequence,NM N,DECLARATION
cb effect,NM N,DECLARATION
cb outcome,NM N,DECLARATION
cb event,NM N,DECLARATION
cb issue,NM N,DECLARATION
cb upshot,NM N,DECLARATION
cb solution,NM N,DECLARATION
cb answer,NM N,DECLARATION
cb resolution,NM N,DECLARATION
cb solvent,NM N,DECLARATION
cb resultant,NM N,DECLARATION
cb final_result,NM N,DECLARATION
cb termination,NM N,DECLARATION
cb resultant_role,NM N,DECLARATION
user 2 internal index_number,N P NM N,CLASS
user 2 internal indicant,N P NM N,CLASS
user 2 internal indicator,N P NM N,CLASS
user 2 internal exponent,N P NM N,CLASS
user 2 internal power,N P NM N,CLASS
user 2 internal index_finger,N P NM N,CLASS
user 2 internal forefinger,N P NM N,CLASS
exploiter 2 internal index,N P NM N,CLASS
drug_user 2 internal index,N P NM N,CLASS
substance_abuser 2 internal index,N P NM N,CLASS
angle in rad,N P N,DECLARATION
slant in radian,N P N,DECLARATION
Angle in radian,N P N,DECLARATION
other face x,NM NM N,ATTRIBUTE
other side_of_meat x,NM NM N,ATTRIBUTE
other position x,NM NM N,ATTRIBUTE
other slope x,NM NM N,ATTRIBUTE
other incline x,NM NM N,ATTRIBUTE
other English x,NM NM N,ATTRIBUTE
other side ten,NM NM N,ATTRIBUTE
other side 10,NM NM N,ATTRIBUTE
other side X,NM NM N,ATTRIBUTE
other side tenner,NM NM N,ATTRIBUTE
other side decade,NM NM N,ATTRIBUTE
other side ex,NM NM N,ATTRIBUTE
other side Adam,NM NM N,ATTRIBUTE
other side ecstasy,NM NM N,ATTRIBUTE
other side XTC,NM NM N,ATTRIBUTE
other side go,NM NM N,ATTRIBUTE
other side disco_biscuit,NM NM N,ATTRIBUTE
other side cristal,NM NM N,ATTRIBUTE
other side hug_drug,NM NM N,ATTRIBUTE
nitrogen layers,NM NPL,PARAMETER
N layers,NM NPL,PARAMETER
atomic_number_7 layers,NM NPL,PARAMETER
north layers,NM NPL,PARAMETER
due_north layers,NM NPL,PARAMETER
northward layers,NM NPL,PARAMETER
newton layers,NM NPL,PARAMETER
normality layers,NM NPL,PARAMETER
sib info,NM N,PARAMETER
pare parse trees,V NM NPL,DECLARATION
reduce parse trees,V NM NPL,DECLARATION
cut_down parse trees,V NM NPL,DECLARATION
cut_back parse trees,V NM NPL,DECLARATION
trim_down parse trees,V NM NPL,DECLARATION
trim_back parse trees,V NM NPL,DECLARATION
cut parse trees,V NM NPL,DECLARATION
bring_down parse trees,V NM NPL,DECLARATION
garnish parse trees,V NM NPL,DECLARATION
dress parse trees,V NM NPL,DECLARATION
snip parse trees,V NM NPL,DECLARATION
clip parse trees,V NM NPL,DECLARATION
crop parse trees,V NM NPL,DECLARATION
lop parse trees,V NM NPL,DECLARATION
prune parse trees,V NM NPL,DECLARATION
shave parse trees,V NM NPL,DECLARATION
minute fresh,NM N,PARAMETER
Min fresh,NM N,PARAMETER
Min_dialect fresh,NM N,PARAMETER
Fukien fresh,NM N,PARAMETER
Amoy fresh,NM N,PARAMETER
pallet size,NM N,PARAMETER
pallette size,NM N,PARAMETER
palette sizing,NM N,PARAMETER
palette size_of_it,NM N,PARAMETER
prim character,NM N,DECLARATION
prim eccentric,NM N,DECLARATION
prim case,NM N,DECLARATION
minute error,NM N,PARAMETER
Min error,NM N,PARAMETER
Min_dialect error,NM N,PARAMETER
Fukien error,NM N,PARAMETER
Amoy error,NM N,PARAMETER
min mistake,NM N,PARAMETER
min fault,NM N,PARAMETER
min erroneous_belief,NM N,PARAMETER
min misplay,NM N,PARAMETER
min wrongdoing,NM N,PARAMETER
min computer_error,NM N,PARAMETER
waiter list,NM N,PARAMETER
host list,NM N,PARAMETER
server listing,NM N,PARAMETER
server tilt,NM N,PARAMETER
server inclination,NM N,PARAMETER
server lean,NM N,PARAMETER
server leaning,NM N,PARAMETER
dst impregnation,NM N,DECLARATION
dst chroma,NM N,DECLARATION
dst intensity,NM N,DECLARATION
debug insurance_policy,NM N,ATTRIBUTE
debug insurance,NM N,ATTRIBUTE
Q tail,NM N,ATTRIBUTE
q fag_end,NM N,ATTRIBUTE
q tail_end,NM N,ATTRIBUTE
q arse,NM N,ATTRIBUTE
q butt,NM N,ATTRIBUTE
q backside,NM N,ATTRIBUTE
q bum,NM N,ATTRIBUTE
q can,NM N,ATTRIBUTE
q fundament,NM N,ATTRIBUTE
q hind_end,NM N,ATTRIBUTE
q keister,NM N,ATTRIBUTE
q posterior,NM N,ATTRIBUTE
q prat,NM N,ATTRIBUTE
q rear,NM N,ATTRIBUTE
q rear_end,NM N,ATTRIBUTE
q rump,NM N,ATTRIBUTE
q stern,NM N,ATTRIBUTE
q seat,NM N,ATTRIBUTE
q tooshie,NM N,ATTRIBUTE
q tush,NM N,ATTRIBUTE
q bottom,NM N,ATTRIBUTE
q behind,NM N,ATTRIBUTE
q derriere,NM N,ATTRIBUTE
q fanny,NM N,ATTRIBUTE
q shadow,NM N,ATTRIBUTE
q shadower,NM N,ATTRIBUTE
q tail_assembly,NM N,ATTRIBUTE
q empennage,NM N,ATTRIBUTE
q after_part,NM N,ATTRIBUTE
q quarter,NM N,ATTRIBUTE
q poop,NM N,ATTRIBUTE
faculty handler,NM N,CLASS
mental_faculty handler,NM N,CLASS
module animal_trainer,NM N,CLASS
module coach,NM N,CLASS
module manager,NM N,CLASS
get_down matched count dec,V NM N V,FUNCTION
begin matched count dec,V NM N V,FUNCTION
get matched count dec,V NM N V,FUNCTION
start_out matched count dec,V NM N V,FUNCTION
set_about matched count dec,V NM N V,FUNCTION
set_out matched count dec,V NM N V,FUNCTION
commence matched count dec,V NM N V,FUNCTION
lead_off matched count dec,V NM N V,FUNCTION
depart matched count dec,V NM N V,FUNCTION
part matched count dec,V NM N V,FUNCTION
set_forth matched count dec,V NM N V,FUNCTION
set_off matched count dec,V NM N V,FUNCTION
take_off matched count dec,V NM N V,FUNCTION
originate matched count dec,V NM N V,FUNCTION
initiate matched count dec,V NM N V,FUNCTION
start_up matched count dec,V NM N V,FUNCTION
embark_on matched count dec,V NM N V,FUNCTION
startle matched count dec,V NM N V,FUNCTION
jump matched count dec,V NM N V,FUNCTION
go matched count dec,V NM N V,FUNCTION
get_going matched count dec,V NM N V,FUNCTION
take_up matched count dec,V NM N V,FUNCTION
protrude matched count dec,V NM N V,FUNCTION
pop matched count dec,V NM N V,FUNCTION
pop_out matched count dec,V NM N V,FUNCTION
bulge matched count dec,V NM N V,FUNCTION
bulge_out matched count dec,V NM N V,FUNCTION
bug_out matched count dec,V NM N V,FUNCTION
come_out matched count dec,V NM N V,FUNCTION
start matched counting dec,V NM N V,FUNCTION
start matched numeration dec,V NM N V,FUNCTION
start matched enumeration dec,V NM N V,FUNCTION
start matched reckoning dec,V NM N V,FUNCTION
start matched tally dec,V NM N V,FUNCTION
gimp eraser nonpayment,PRE N NM,FUNCTION
gimp eraser nonremittal,PRE N NM,FUNCTION
gimp eraser default_option,PRE N NM,FUNCTION
patronage price,NM N,ATTRIBUTE
deal price,NM N,ATTRIBUTE
business_deal price,NM N,ATTRIBUTE
trade_wind price,NM N,ATTRIBUTE
barter price,NM N,ATTRIBUTE
swap price,NM N,ATTRIBUTE
swop price,NM N,ATTRIBUTE
trade monetary_value,NM N,ATTRIBUTE
trade cost,NM N,ATTRIBUTE
trade damage,NM N,ATTRIBUTE
trade toll,NM N,ATTRIBUTE
trade Price,NM N,ATTRIBUTE
trade Leontyne_Price,NM N,ATTRIBUTE
trade Mary_Leontyne_Price,NM N,ATTRIBUTE
economic_value x,NM N,DECLARATION
time_value x,NM N,DECLARATION
note_value x,NM N,DECLARATION
value ten,NM N,DECLARATION
value 10,NM N,DECLARATION
value X,NM N,DECLARATION
value tenner,NM N,DECLARATION
value decade,NM N,DECLARATION
value ex,NM N,DECLARATION
value Adam,NM N,DECLARATION
value ecstasy,NM N,DECLARATION
value XTC,NM N,DECLARATION
value go,NM N,DECLARATION
value disco_biscuit,NM N,DECLARATION
value cristal,NM N,DECLARATION
value hug_drug,NM N,DECLARATION
soap width,NM N,ATTRIBUTE
scoop width,NM N,ATTRIBUTE
liquid_ecstasy width,NM N,ATTRIBUTE
grievous_bodily_harm width,NM N,ATTRIBUTE
goop width,NM N,ATTRIBUTE
Georgia_home_boy width,NM N,ATTRIBUTE
easy_lay width,NM N,ATTRIBUTE
max breadth,NM N,ATTRIBUTE
inch,N,PARAMETER
indium,N,PARAMETER
In,N,PARAMETER
atomic_number_49,N,PARAMETER
Indiana,N,PARAMETER
Hoosier_State,N,PARAMETER
IN,N,PARAMETER
idx uracil,NM N,DECLARATION
idx U,NM N,DECLARATION
idx uranium,NM N,DECLARATION
idx atomic_number_92,NM N,DECLARATION
altogether arguments,NM NPL,ATTRIBUTE
birthday_suit arguments,NM NPL,ATTRIBUTE
jflex silent_person lexer,PRE NM N,CLASS
jflex dumbbell lexer,PRE NM N,CLASS
jflex dope lexer,PRE NM N,CLASS
jflex boob lexer,PRE NM N,CLASS
jflex booby lexer,PRE NM N,CLASS
jflex pinhead lexer,PRE NM N,CLASS
jflex blank lexer,PRE NM N,CLASS
jflex blank_shell lexer,PRE NM N,CLASS
hoard strategy,NM N,CLASS
stash strategy,NM N,CLASS
memory_cache strategy,NM N,CLASS
cache scheme,NM N,CLASS
output mvs,NM NPL,PARAMETER
return mvs,NM NPL,PARAMETER
issue mvs,NM NPL,PARAMETER
take mvs,NM NPL,PARAMETER
payoff mvs,NM NPL,PARAMETER
fruit mvs,NM NPL,PARAMETER
production mvs,NM NPL,PARAMETER
returned economic_value,NM N,ATTRIBUTE
returned time_value,NM N,ATTRIBUTE
returned note_value,NM N,ATTRIBUTE
check_up_on next,V N,DECLARATION
look_into next,V N,DECLARATION
check_out next,V N,DECLARATION
suss_out next,V N,DECLARATION
check_over next,V N,DECLARATION
go_over next,V N,DECLARATION
check_into next,V N,DECLARATION
see next,V N,DECLARATION
insure next,V N,DECLARATION
see_to_it next,V N,DECLARATION
ensure next,V N,DECLARATION
control next,V N,DECLARATION
